codigo,nombre,descripcion,cuenta,periodo,unidad,medida,Unidad,Medida,freq,familia,node,DESCRIPCION
20523,Pasivos frente a no residentes,Pasivos frente a no residentes,E07.19.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Activos externos netos [19960]/Pasivos frente a no residentes [20523]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Activos externos netos [19960]/Pasivos frente a no residentes [20523]')
20524,Pasivos frente a no residentes,Pasivos frente a no residentes,E07.20.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades financieras [20508]/Activos externos netos [19961]/Pasivos frente a no residentes [20524]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades financieras [20508]/Activos externos netos [19961]/Pasivos frente a no residentes [20524]')
20525,Pasivos frente a no residentes,Pasivos frente a no residentes,E07.21.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Activos externos netos [19962]/Pasivos frente a no residentes [20525]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Activos externos netos [19962]/Pasivos frente a no residentes [20525]')
20526,Pasivos frente a no residentes,Pasivos frente a no residentes,E07.15.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama del Banco Central [20510]/Activos Externos Netos [19963]/Pasivos frente a no residentes [20526]'),Node('/BCCR/Sector Monetario y Financiero/Panorama del Banco Central [20510]/Activos Externos Netos [19963]/Pasivos frente a no residentes [20526]')
20527,Pasivos frente a otras sociedades de depósito de encaje lega,Pasivos frente a otras sociedades de depósito de encaje legal (ME),E07.31.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Pasivos frente a otras sociedades de depósito de encaje lega [20527]'),Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Pasivos frente a otras sociedades de depósito de encaje lega [20527]')
20528,Pasivos frente a otras sociedades de depósito de encaje lega,Pasivos frente a otras sociedades de depósito de encaje legal (MN),E07.31.01.01.02.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Base monetaria restringida [20015]/Pasivos frente a otras sociedades de depósito de encaje lega [20528]'),Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Base monetaria restringida [20015]/Pasivos frente a otras sociedades de depósito de encaje lega [20528]')
20529,Pasivos incluidos en la definición de dinero en sentido ampl,Pasivos incluidos en la definición de dinero en sentido amplio,E07.16.03.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades de deposito [20507]/Pasivos incluidos en la definición de dinero en sentido ampl [20529]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades de deposito [20507]/Pasivos incluidos en la definición de dinero en sentido ampl [20529]')
20530,Pasivos incluidos en la definición de dinero en sentido ampl,Pasivos incluidos en la definición de dinero en sentido amplio,E07.17.03.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de bancos (excluidos offshore) [20504]/Pasivos incluidos en la definición de dinero en sentido ampl [20530]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de bancos (excluidos offshore) [20504]/Pasivos incluidos en la definición de dinero en sentido ampl [20530]')
20531,Pasivos incluidos en la definición de dinero en sentido ampl,Pasivos incluidos en la definición de dinero en sentido amplio,E07.18.03.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de otros intermediarios financieros [20509]/Pasivos incluidos en la definición de dinero en sentido ampl [20531]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de otros intermediarios financieros [20509]/Pasivos incluidos en la definición de dinero en sentido ampl [20531]')
20532,Pasivos y Acciones y otras participaciones de capital,Pasivos y Acciones y otras participaciones de capital,E07.38.02.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]')
20533,Pasivos y capital,Pasivos y capital,E07.22.02.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Pasivos y capital [20533]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Pasivos y capital [20533]')
20536,Posición de reserva en el FMI,Posición de reserva en el FMI,E07.40.01.01.01.05.00.00.00.M.USD,Mensual,USD,3,Dólar EEUU,Miles,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/Activos externos netos [19964]/Banco Central [20011]/Activos externos [19956]/Activos de reserva oficiales [19955]/Posición de reserva en el FMI [20536]'),Node('/BCCR/Sector Monetario y Financiero/Activos externos netos [19964]/Banco Central [20011]/Activos externos [19956]/Activos de reserva oficiales [19955]/Posición de reserva en el FMI [20536]')
20537,Posición neta en moneda extranjera,Posición neta en moneda extranjera,E07.39.03.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Posición neta en moneda extranjera [20537]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Posición neta en moneda extranjera [20537]')
20538,Posición neta en moneda extranjera,Posición neta en moneda extranjera,E07.38.03.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Posición neta en moneda extranjera [20538]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Posición neta en moneda extranjera [20538]')
20539,Préstamos,Préstamos,E07.22.01.04.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Activos [19947]/Préstamos [20539]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Activos [19947]/Préstamos [20539]')
20540,Préstamos,Préstamos,E07.22.02.03.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Pasivos y capital [20533]/Préstamos [20540]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Pasivos y capital [20533]/Préstamos [20540]')
20541,Préstamos,Préstamos,E07.23.03.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Préstamos [20541]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Préstamos [20541]')
20542,Préstamos,Préstamos,E07.24.03.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Préstamos [20542]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Préstamos [20542]')
20543,Préstamos,Préstamos,E07.25.03.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Préstamos [20543]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Préstamos [20543]')
20544,Préstamos,Préstamos,E07.26.02.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19994]/Préstamos [20544]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19994]/Préstamos [20544]')
20545,Préstamos,Préstamos,E07.27.02.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19993]/Préstamos [20545]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19993]/Préstamos [20545]')
20546,Préstamos,Préstamos,E07.28.02.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19992]/Préstamos [20546]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19992]/Préstamos [20546]')
20551,Préstamos,Préstamos,E07.36.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Préstamos [20551]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Préstamos [20551]')
20552,Préstamos,Préstamos,E07.37.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Préstamos [20552]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Préstamos [20552]')
20553,Préstamos (neto),Préstamos (neto),E07.40.02.03.00.00.00.00.00.M.USD,Mensual,USD,3,Dólar EEUU,Miles,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/Activos externos netos [19964]/Otras sociedades de depósito [20355]/Préstamos (neto) [20553]'),Node('/BCCR/Sector Monetario y Financiero/Activos externos netos [19964]/Otras sociedades de depósito [20355]/Préstamos (neto) [20553]')
20578,PRESTAMOS DE LAS OTRAS SOCIEDADES DE DEPÓSITO AL SECTOR PRIV,PRESTAMOS DE LAS OTRAS SOCIEDADES DE DEPÓSITO AL SECTOR PRIVADO POR DESTINO ECONÓMICO EN ME,E07.35.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/PRESTAMOS DE LAS OTRAS SOCIEDADES DE DEPÓSITO AL SECTOR PRIV [20578]'),Node('/BCCR/Sector Monetario y Financiero/PRESTAMOS DE LAS OTRAS SOCIEDADES DE DEPÓSITO AL SECTOR PRIV [20578]')
20579,Prestamos de las otras sociedades de depósito al sector priv,Prestamos de las otras sociedades de depósito al sector priv,E07.34.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Prestamos de las otras sociedades de depósito al sector priv [20579]'),Node('/BCCR/Sector Monetario y Financiero/Prestamos de las otras sociedades de depósito al sector priv [20579]')
20612,Reservas generales,Reservas generales,E07.39.02.01.04.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Pasivos [20515]/Acciones y otras participaciones de capital [19885]/Reservas generales [20612]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Pasivos [20515]/Acciones y otras participaciones de capital [19885]/Reservas generales [20612]')
20613,Reservas generales,Reservas generales,E07.38.02.01.04.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Acciones y otras participaciones de capital [19888]/Reservas generales [20613]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Acciones y otras participaciones de capital [19888]/Reservas generales [20613]')
20614,Reservas Internacionales Netas,Reservas Internacionales Netas,E07.15.01.03.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama del Banco Central [20510]/Activos Externos Netos [19963]/Reservas Internacionales Netas [20614]'),Node('/BCCR/Sector Monetario y Financiero/Panorama del Banco Central [20510]/Activos Externos Netos [19963]/Reservas Internacionales Netas [20614]')
20615,Reservas técnicas de seguros,Reservas técnicas de seguros,E07.20.03.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades financieras [20508]/Pasivos [20513]/Reservas técnicas de seguros [20615]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades financieras [20508]/Pasivos [20513]/Reservas técnicas de seguros [20615]')
20616,Reservas técnicas de seguros,Reservas técnicas de seguros,E07.21.03.04.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Pasivos [20514]/Reservas técnicas de seguros [20616]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Pasivos [20514]/Reservas técnicas de seguros [20616]')
20617,Resultados año corriente,Resultados año corriente,E07.39.02.01.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Pasivos [20515]/Acciones y otras participaciones de capital [19885]/Resultados año corriente [20617]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Pasivos [20515]/Acciones y otras participaciones de capital [19885]/Resultados año corriente [20617]')
20618,Resultados año corriente,Resultados año corriente,E07.38.02.01.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Acciones y otras participaciones de capital [19888]/Resultados año corriente [20618]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Acciones y otras participaciones de capital [19888]/Resultados año corriente [20618]')
20619,Resultados de periodos anteriores,Resultados de periodos anteriores,E07.38.02.01.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Acciones y otras participaciones de capital [19888]/Resultados de periodos anteriores [20619]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Acciones y otras participaciones de capital [19888]/Resultados de periodos anteriores [20619]')
20620,RIN,RIN,E07.40.01.03.00.00.00.00.00.M.USD,Mensual,USD,3,Dólar EEUU,Miles,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/Activos externos netos [19964]/Banco Central [20011]/RIN [20620]'),Node('/BCCR/Sector Monetario y Financiero/Activos externos netos [19964]/Banco Central [20011]/RIN [20620]')
20621,Servicios,Servicios,E07.34.06.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Prestamos de las otras sociedades de depósito al sector priv [20579]/Servicios [20621]'),Node('/BCCR/Sector Monetario y Financiero/Prestamos de las otras sociedades de depósito al sector priv [20579]/Servicios [20621]')
20622,Servicios,Servicios,E07.35.06.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/PRESTAMOS DE LAS OTRAS SOCIEDADES DE DEPÓSITO AL SECTOR PRIV [20578]/Servicios [20622]'),Node('/BCCR/Sector Monetario y Financiero/PRESTAMOS DE LAS OTRAS SOCIEDADES DE DEPÓSITO AL SECTOR PRIV [20578]/Servicios [20622]')
20623,Sociedades no financieras,Sociedades no financieras,E07.20.02.06.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades financieras [20508]/Activos internos [19978]/Sociedades no financieras [20623]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades financieras [20508]/Activos internos [19978]/Sociedades no financieras [20623]')
20624,Sociedades no financieras,Sociedades no financieras,E07.21.02.04.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Activos internos [19979]/Sociedades no financieras [20624]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Activos internos [19979]/Sociedades no financieras [20624]')
20625,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.16.02.03.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades de deposito [20507]/Activos internos [19974]/Sociedades públicas no financieras [20625]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades de deposito [20507]/Activos internos [19974]/Sociedades públicas no financieras [20625]')
20626,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.17.02.03.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de bancos (excluidos offshore) [20504]/Activos internos [19975]/Sociedades públicas no financieras [20626]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de bancos (excluidos offshore) [20504]/Activos internos [19975]/Sociedades públicas no financieras [20626]')
20627,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.18.02.03.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de otros intermediarios financieros [20509]/Activos internos [19976]/Sociedades públicas no financieras [20627]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de otros intermediarios financieros [20509]/Activos internos [19976]/Sociedades públicas no financieras [20627]')
20628,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.19.02.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Activos internos [19977]/Sociedades públicas no financieras [20628]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Activos internos [19977]/Sociedades públicas no financieras [20628]')
20629,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.20.02.03.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades financieras [20508]/Activos internos [19978]/Sociedades públicas no financieras [20629]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades financieras [20508]/Activos internos [19978]/Sociedades públicas no financieras [20629]')
20630,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.21.02.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Activos internos [19979]/Sociedades públicas no financieras [20630]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Activos internos [19979]/Sociedades públicas no financieras [20630]')
20631,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.23.03.06.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Préstamos [20541]/Sociedades públicas no financieras [20631]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Préstamos [20541]/Sociedades públicas no financieras [20631]')
20632,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.24.03.06.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Préstamos [20542]/Sociedades públicas no financieras [20632]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Préstamos [20542]/Sociedades públicas no financieras [20632]')
20633,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.25.03.06.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Préstamos [20543]/Sociedades públicas no financieras [20633]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Préstamos [20543]/Sociedades públicas no financieras [20633]')
20634,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.26.01.06.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19994]/Depósitos [20094]/Sociedades públicas no financieras [20634]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19994]/Depósitos [20094]/Sociedades públicas no financieras [20634]')
20635,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.27.01.06.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19993]/Depósitos [20095]/Sociedades públicas no financieras [20635]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19993]/Depósitos [20095]/Sociedades públicas no financieras [20635]')
20636,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.28.01.06.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19992]/Depósitos [20096]/Sociedades públicas no financieras [20636]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19992]/Depósitos [20096]/Sociedades públicas no financieras [20636]')
20637,Sociedades Públicas No Financieras,Sociedades Públicas No Financieras,E07.15.02.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama del Banco Central [20510]/Activos Internos [19980]/Sociedades Públicas No Financieras [20637]'),Node('/BCCR/Sector Monetario y Financiero/Panorama del Banco Central [20510]/Activos Internos [19980]/Sociedades Públicas No Financieras [20637]')
20638,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.32.01.01.01.02.03.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/M1 [20293]/Depósitos transferibles (MN) en poder de : [20139]/Sociedades públicas no financieras [20638]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/M1 [20293]/Depósitos transferibles (MN) en poder de : [20139]/Sociedades públicas no financieras [20638]')
20639,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.32.01.01.02.03.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/Otros depósitos en poder de : [20443]/Sociedades públicas no financieras [20639]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/Otros depósitos en poder de : [20443]/Sociedades públicas no financieras [20639]')
20640,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.32.01.01.03.03.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/Valores distintos de acciones MN (incluidos los del banco ce [20754]/Sociedades públicas no financieras [20640]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/Valores distintos de acciones MN (incluidos los del banco ce [20754]/Sociedades públicas no financieras [20640]')
20641,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.32.01.02.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Depósitos transferibles (ME) en poder de: [20138]/Sociedades públicas no financieras [20641]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Depósitos transferibles (ME) en poder de: [20138]/Sociedades públicas no financieras [20641]')
20642,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.32.01.03.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Otros depósitos (ME) en poder de : [20442]/Sociedades públicas no financieras [20642]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Otros depósitos (ME) en poder de : [20442]/Sociedades públicas no financieras [20642]')
20643,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.32.01.04.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Valores distintos de acciones (ME) en poder de: [20696]/Sociedades públicas no financieras [20643]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Valores distintos de acciones (ME) en poder de: [20696]/Sociedades públicas no financieras [20643]')
20644,Sociedades públicas no financieras,Sociedades públicas no financieras,E07.32.02.03.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/Valores a corto plazo emitidos por otros sectores [20684]/Sociedades públicas no financieras [20644]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/Valores a corto plazo emitidos por otros sectores [20684]/Sociedades públicas no financieras [20644]')
